Unnamed: 0,geoid,year,in100,msaid15,msaname15,countyfips,statefips,stateusps,pop,z_ED_nat,z_HE_nat,z_SE_nat,z_COI_nat,c5_ED_nat,c5_HE_nat,c5_SE_nat,c5_COI_nat,r_ED_nat,r_HE_nat,r_SE_nat,r_COI_nat,c5_ED_stt,c5_HE_stt,c5_SE_stt,c5_COI_stt,r_ED_stt,r_HE_stt,r_SE_stt,r_COI_stt,c5_ED_met,c5_HE_met,c5_SE_met,c5_COI_met,r_ED_met,r_HE_met,r_SE_met,r_COI_met,ID Year,Year,ID Race,Race,Household Income by Race,Household Income by Race Moe,Geography,ID Geography,ID,Region
1208,36059410300,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,1601,0.043759770999999996,0.06590700099999999,-0.022539351000000003,0.009227813,High,Very High,Low,Moderate,75,92,40,56,High,Very High,Moderate,Moderate,70,89,49,59,High,Very High,Moderate,Moderate,61,85,48,55,2015,2015,0,Total,86597,11298.0,"Census Tract 4103, Nassau County, NY",14000US36059410300,36059410300,LI
1209,36059410400,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,1180,0.033245355,0.04786545,-0.0040184159999999995,0.008300983,High,High,Moderate,Moderate,71,78,44,55,High,High,Moderate,Moderate,66,66,52,57,Moderate,High,Moderate,Moderate,57,63,50,54,2015,2015,0,Total,106667,14336.0,"Census Tract 4104, Nassau County, NY",14000US36059410400,36059410400,LI
1210,36059410500,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,1340,0.063817792,0.068752818,0.048355825,0.019998372,Very High,Very High,Moderate,High,81,94,54,69,High,Very High,High,High,79,91,61,69,High,Very High,Moderate,High,70,88,58,64,2015,2015,0,Total,75734,10644.0,"Census Tract 4105, Nassau County, NY",14000US36059410500,36059410500,LI
1211,36059410600,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,1916,0.06382127900000001,0.056988087,0.10749938,0.025629584,Very High,Very High,High,High,81,86,67,75,High,High,High,High,79,80,71,75,High,High,High,High,70,76,68,69,2015,2015,0,Total,101875,16138.000000000002,"Census Tract 4106, Nassau County, NY",14000US36059410600,36059410600,LI
1212,36059410700,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,1319,0.060941197,0.059380252,0.005700501,0.013719162,Very High,Very High,Moderate,High,81,88,46,62,High,Very High,Moderate,High,78,83,54,63,High,High,Moderate,Moderate,69,78,52,58,2015,2015,0,Total,86667,15762.0,"Census Tract 4107, Nassau County, NY",14000US36059410700,36059410700,LI
1213,36059410800,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,961,0.081158437,0.049312033,0.11385669,0.027469339,Very High,High,High,High,86,80,68,77,Very High,High,High,High,85,69,72,77,High,High,High,High,77,65,69,71,2015,2015,0,Total,91726,16395.0,"Census Tract 4108, Nassau County, NY",14000US36059410800,36059410800,LI
1214,36059410900,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,1672,0.075929686,0.081114121,0.065892071,0.024693452,Very High,Very High,Moderate,High,85,98,58,74,Very High,Very High,High,High,83,99,64,74,High,Very High,High,High,75,97,61,68,2015,2015,0,Total,111189,24842.0,"Census Tract 4109, Nassau County, NY",14000US36059410900,36059410900,LI
1215,36059411000,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,1372,-0.01252548,0.066164218,-0.043722779,0.000567379,Moderate,Very High,Low,Moderate,47,93,36,46,Moderate,Very High,Moderate,Moderate,43,89,47,49,Low,Very High,Moderate,Moderate,38,86,45,47,2015,2015,0,Total,48773,10906.0,"Census Tract 4110, Nassau County, NY",14000US36059411000,36059411000,LI
1216,36059411100,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,1277,-0.027053908999999998,0.032284528,-0.18766519,-0.0213947,Low,High,Very Low,Low,38,63,16,23,Low,Moderate,Low,Low,36,42,27,29,Low,Moderate,Low,Low,33,41,26,28,2015,2015,0,Total,47974,11363.0,"Census Tract 4111, Nassau County, NY",14000US36059411100,36059411100,LI
1217,36059411200,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,1983,0.010764308,0.074403957,0.19140199,0.031380918,Moderate,Very High,Very High,Very High,60,96,84,81,Moderate,Very High,Very High,Very High,55,96,87,81,Moderate,Very High,Very High,High,47,93,85,75,2015,2015,0,Total,88913,13875.000000000002,"Census Tract 4112, Nassau County, NY",14000US36059411200,36059411200,LI
1218,36059411301,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,1197,0.061166110999999995,0.053886052000000004,0.17542228,0.032910299,Very High,Very High,Very High,Very High,81,84,81,82,High,High,Very High,Very High,78,75,84,82,High,High,Very High,High,69,71,82,77,2015,2015,0,Total,114567,28223.0,"Census Tract 4113.01, Nassau County, NY",14000US36059411301,36059411301,LI
1219,36059411302,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,2548,0.061943732,0.077823922,0.20005141,0.038409539,Very High,Very High,Very High,Very High,81,98,85,88,High,Very High,Very High,Very High,78,97,88,88,High,Very High,Very High,Very High,69,96,87,84,2015,2015,0,Total,135156,21023.0,"Census Tract 4113.02, Nassau County, NY",14000US36059411302,36059411302,LI
1220,36059411400,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,2056,0.06182736900000001,0.086278826,0.22207317,0.041859046000000004,Very High,Very High,Very High,Very High,81,99,89,91,High,Very High,Very High,Very High,78,100,92,91,High,Very High,Very High,Very High,69,99,92,88,2015,2015,0,Total,111528,26331.0,"Census Tract 4114, Nassau County, NY",14000US36059411400,36059411400,LI
1221,36059411500,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,698,0.061640959,0.077899605,0.15703683,0.033378422000000005,Very High,Very High,High,Very High,81,98,77,83,High,Very High,Very High,Very High,78,97,81,83,High,Very High,High,High,69,96,79,77,2015,2015,0,Total,198750,19853.0,"Census Tract 4115, Nassau County, NY",14000US36059411500,36059411500,LI
1222,36059411600,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,2013,0.025590303999999998,0.08883663300000001,0.14414048,0.029055811,High,Very High,High,High,67,100,74,79,High,Very High,High,High,63,100,78,79,Moderate,Very High,High,High,54,99,75,73,2015,2015,0,Total,140391,43392.0,"Census Tract 4116, Nassau County, NY",14000US36059411600,36059411600,LI
1223,36059411700,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,1251,0.051627453,0.073563345,0.087991267,0.023774992999999998,High,Very High,High,High,78,96,63,73,High,Very High,High,High,74,95,68,73,High,Very High,High,High,64,93,65,67,2015,2015,0,Total,106235,11730.0,"Census Tract 4117, Nassau County, NY",14000US36059411700,36059411700,LI
1224,36059411800,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,1127,0.056987542999999995,0.058434412000000005,0.2033684,0.036184456000000004,High,Very High,Very High,Very High,79,88,86,86,High,Very High,Very High,Very High,76,82,89,86,High,High,Very High,Very High,67,77,88,81,2015,2015,0,Total,94797,19816.0,"Census Tract 4118, Nassau County, NY",14000US36059411800,36059411800,LI
1225,36059411901,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,694,0.068001539,0.039009232000000005,0.082830936,0.021307962000000003,Very High,High,High,High,83,70,62,70,Very High,Moderate,High,High,81,53,67,70,High,Moderate,High,High,72,50,64,65,2015,2015,0,Total,61702,5915.0,"Census Tract 4119.01, Nassau County, NY",14000US36059411901,36059411901,LI
1226,36059411902,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,1018,0.058839422,0.079962231,0.20187534,0.038506128,High,Very High,Very High,Very High,80,98,86,88,High,Very High,Very High,Very High,77,98,88,89,High,Very High,Very High,Very High,68,96,88,84,2015,2015,0,Total,100478,9172.0,"Census Tract 4119.02, Nassau County, NY",14000US36059411902,36059411902,LI
1227,36059412000,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,1390,0.051875542999999996,0.048892632000000005,0.07785029,0.019997187,High,High,Moderate,High,78,79,60,69,High,High,High,High,74,68,66,69,High,High,High,High,65,64,63,63,2015,2015,0,Total,82148,18784.0,"Census Tract 4120, Nassau County, NY",14000US36059412000,36059412000,LI
1228,36059412100,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,1161,0.040945429,0.058301188,0.12209931,0.02493928,High,Very High,High,High,74,87,70,74,High,Very High,High,High,69,82,74,74,Moderate,High,High,High,60,77,70,68,2015,2015,0,Total,89219,12122.0,"Census Tract 4121, Nassau County, NY",14000US36059412100,36059412100,LI
1229,36059412200,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,1205,0.000311832,0.070621423,0.08553493,0.017502882,Moderate,Very High,High,High,55,95,62,66,Moderate,Very High,High,High,50,93,68,67,Moderate,Very High,High,High,43,90,64,61,2015,2015,0,Total,94809,7564.0,"Census Tract 4122, Nassau County, NY",14000US36059412200,36059412200,LI
1230,36059412301,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,646,0.022068622000000003,0.061097927,-0.049849900999999995,0.003139837,High,Very High,Low,Moderate,66,90,35,49,High,Very High,Moderate,Moderate,61,85,45,52,Moderate,High,Moderate,Moderate,52,80,44,49,2015,2015,0,Total,70761,14579.0,"Census Tract 4123.01, Nassau County, NY",14000US36059412301,36059412301,LI
1231,36059412302,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,719,0.03530794,0.04974281,0.17351702,0.029388953,High,High,High,High,72,80,80,79,High,High,Very High,High,67,69,83,79,Moderate,High,Very High,High,58,65,82,73,2015,2015,0,Total,95694,23498.0,"Census Tract 4123.02, Nassau County, NY",14000US36059412302,36059412302,LI
1232,36059412400,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,1198,0.026069103,0.039537567999999995,-0.08492585300000001,-0.002793897,High,High,Low,Moderate,68,70,30,42,High,Moderate,Low,Moderate,63,53,40,46,Moderate,Moderate,Low,Moderate,54,51,39,45,2015,2015,0,Total,58092,17038.0,"Census Tract 4124, Nassau County, NY",14000US36059412400,36059412400,LI
1233,36059412500,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,1304,0.084149927,0.067612752,0.16263883,0.035424247,Very High,Very High,High,Very High,87,93,78,85,Very High,Very High,Very High,Very High,86,90,82,85,High,Very High,High,High,78,87,80,80,2015,2015,0,Total,142717,8718.0,"Census Tract 4125, Nassau County, NY",14000US36059412500,36059412500,LI
1234,36059412600,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,1012,0.10233495,0.062682077,0.14689267,0.035077635,Very High,Very High,High,Very High,91,91,75,85,Very High,Very High,High,Very High,89,86,79,85,Very High,Very High,High,High,83,82,76,80,2015,2015,0,Total,201250,33744.0,"Census Tract 4126, Nassau County, NY",14000US36059412600,36059412600,LI
1235,36059412700,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,1050,0.061114322,0.072136082,0.21652576,0.03962978,Very High,Very High,Very High,Very High,81,96,89,89,High,Very High,Very High,Very High,78,94,91,89,High,Very High,Very High,Very High,69,91,91,85,2015,2015,0,Total,151573,21145.0,"Census Tract 4127, Nassau County, NY",14000US36059412700,36059412700,LI
1236,36059412800,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,761,0.05700695099999999,0.058977830999999994,0.11885003,0.026408842000000002,High,Very High,High,High,79,88,69,76,High,Very High,High,High,76,82,73,76,High,High,High,High,67,78,70,70,2015,2015,0,Total,112250,30930.000000000004,"Census Tract 4128, Nassau County, NY",14000US36059412800,36059412800,LI
1237,36059412900,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,1446,0.028126667999999997,0.07208832400000001,0.13068056,0.025987744,High,Very High,High,High,68,96,72,75,High,Very High,High,High,64,94,75,75,Moderate,Very High,High,High,55,91,73,69,2015,2015,0,Total,94054,5816.0,"Census Tract 4129, Nassau County, NY",14000US36059412900,36059412900,LI
1238,36059413001,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,743,0.035107225,0.053070057000000004,0.083871171,0.019288521,High,Very High,High,High,71,83,62,68,High,High,High,High,67,74,68,68,Moderate,High,High,High,58,70,64,63,2015,2015,0,Total,72599,12288.0,"Census Tract 4130.01, Nassau County, NY",14000US36059413001,36059413001,LI
1239,36059413002,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,748,0.016220579,0.031851887999999995,0.038640976,0.00967923,High,High,Moderate,Moderate,63,62,52,57,Moderate,Moderate,Moderate,Moderate,59,42,59,59,Moderate,Low,Moderate,Moderate,50,40,56,55,2015,2015,0,Total,95148,10655.0,"Census Tract 4130.02, Nassau County, NY",14000US36059413002,36059413002,LI
1240,36059413100,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,1206,0.014456091,0.056966145,0.14926331,0.025029813999999997,High,Very High,High,High,62,86,76,74,Moderate,High,High,High,57,79,79,74,Moderate,High,High,High,49,75,77,68,2015,2015,0,Total,100429,7059.0,"Census Tract 4131, Nassau County, NY",14000US36059413100,36059413100,LI
1241,36059413200,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,776,0.039418761000000004,0.064723477,0.11473886,0.024597315,High,Very High,High,High,73,92,68,74,High,Very High,High,High,69,88,72,74,Moderate,Very High,High,High,59,84,69,68,2015,2015,0,Total,77778,9641.0,"Census Tract 4132, Nassau County, NY",14000US36059413200,36059413200,LI
1242,36059413300,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,1305,0.038426574,0.06235382,0.20955107,0.035268977,High,Very High,Very High,Very High,73,90,87,85,High,Very High,Very High,Very High,68,86,90,85,Moderate,Very High,Very High,High,59,82,90,80,2015,2015,0,Total,99127,12551.0,"Census Tract 4133, Nassau County, NY",14000US36059413300,36059413300,LI
1243,36059413400,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,1416,0.05636571,0.05447454,0.18594265,0.033666488,High,Very High,Very High,Very High,79,84,83,83,High,High,Very High,Very High,76,76,86,83,High,High,Very High,High,67,72,85,78,2015,2015,0,Total,122768,12331.0,"Census Tract 4134, Nassau County, NY",14000US36059413400,36059413400,LI
1244,36059413500,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,2072,0.047252234000000004,0.06295497,0.11398771,0.025187757,High,Very High,High,High,76,91,68,75,High,Very High,High,High,72,87,72,75,High,Very High,High,High,63,82,69,68,2015,2015,0,Total,103008,19396.0,"Census Tract 4135, Nassau County, NY",14000US36059413500,36059413500,LI
1245,36059413600,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,1400,0.015920943,0.038425241,0.014993501999999999,0.007593639,High,High,Moderate,Moderate,63,69,48,54,Moderate,Moderate,Moderate,Moderate,58,52,55,57,Moderate,Moderate,Moderate,Moderate,50,49,53,53,2015,2015,0,Total,74464,13684.0,"Census Tract 4136, Nassau County, NY",14000US36059413600,36059413600,LI
1246,36059413700,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,1103,0.013476406000000002,0.046901893,0.08479647300000001,0.016348468,High,High,High,High,62,78,62,65,Moderate,High,High,High,57,65,68,66,Moderate,High,High,Moderate,49,61,64,60,2015,2015,0,Total,86313,12569.0,"Census Tract 4137, Nassau County, NY",14000US36059413700,36059413700,LI
1247,36059413803,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,716,0.027653687000000003,0.034140676,0.069463491,0.014773645,High,High,Moderate,High,68,65,59,63,High,Moderate,High,High,64,45,65,64,Moderate,Moderate,High,Moderate,55,44,62,59,2015,2015,0,Total,89527,13803.0,"Census Tract 4138.03, Nassau County, NY",14000US36059413803,36059413803,LI
1248,36059413804,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,655,0.023532712999999997,0.007825785,0.16248322,0.022342897999999996,High,Low,High,High,66,39,78,71,High,Very Low,Very High,High,62,15,82,72,Moderate,Very Low,High,High,53,14,80,65,2015,2015,0,Total,117839,8161.000000000001,"Census Tract 4138.04, Nassau County, NY",14000US36059413804,36059413804,LI
1249,36059413900,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,1576,-0.037360907,0.019655878,-0.043213971,-0.0070678569999999994,Low,Moderate,Low,Low,32,50,37,37,Low,Low,Moderate,Moderate,31,25,47,42,Low,Low,Moderate,Low,30,25,45,40,2015,2015,0,Total,58373,16598.0,"Census Tract 4139, Nassau County, NY",14000US36059413900,36059413900,LI
1250,36059414001,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,783,-0.041774429,0.021563126000000002,0.09587805,0.008833582,Low,Moderate,High,Moderate,29,52,64,56,Low,Low,High,Moderate,29,27,70,58,Low,Low,High,Moderate,28,27,66,54,2015,2015,0,Total,85500,20140.0,"Census Tract 4140.01, Nassau County, NY",14000US36059414001,36059414001,LI
1251,36059414002,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,1101,-0.040051859,0.002482452,-0.042725927999999996,-0.009135913,Low,Low,Low,Low,31,34,37,35,Low,Very Low,Moderate,Low,29,12,47,40,Low,Very Low,Moderate,Low,29,12,45,39,2015,2015,0,Total,71641,17471.0,"Census Tract 4140.02, Nassau County, NY",14000US36059414002,36059414002,LI
1252,36059414100,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,1395,-0.027258435,0.003998536,-0.02899388,-0.005962182,Low,Low,Low,Low,38,35,39,38,Low,Very Low,Moderate,Moderate,35,13,48,43,Low,Very Low,Moderate,Moderate,33,12,47,41,2015,2015,0,Total,91658,12073.0,"Census Tract 4141, Nassau County, NY",14000US36059414100,36059414100,LI
1253,36059414201,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,1238,-0.033108316,0.052252904,-0.010754656999999999,0.000648161,Low,Very High,Moderate,Moderate,35,82,43,46,Low,High,Moderate,Moderate,33,73,51,50,Low,High,Moderate,Moderate,31,69,49,48,2015,2015,0,Total,62805,9891.0,"Census Tract 4142.01, Nassau County, NY",14000US36059414201,36059414201,LI
1254,36059414202,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,1155,-0.028634356,0.046216207999999995,-0.13821401,-0.014332275,Low,High,Low,Low,38,77,22,29,Low,High,Low,Low,35,64,33,35,Low,Moderate,Low,Low,33,60,32,34,2015,2015,0,Total,51833,20628.0,"Census Tract 4142.02, Nassau County, NY",14000US36059414202,36059414202,LI
1255,36059414301,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,969,-0.037582557999999995,0.04287868,0.028046522,0.0036714129999999997,Low,High,Moderate,Moderate,32,74,50,50,Low,Moderate,Moderate,Moderate,31,58,58,53,Low,Moderate,Moderate,Moderate,30,55,55,50,2015,2015,0,Total,72344,18617.0,"Census Tract 4143.01, Nassau County, NY",14000US36059414301,36059414301,LI
1256,36059414303,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,920,-0.022688549,0.031330622999999995,-0.08404888199999999,-0.008955534,Moderate,High,Low,Low,41,62,30,35,Low,Moderate,Moderate,Low,38,41,41,40,Low,Low,Low,Low,35,40,39,39,2015,2015,0,Total,77946,28876.000000000004,"Census Tract 4143.03, Nassau County, NY",14000US36059414303,36059414303,LI
1257,36059414304,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,856,-0.0477014,-0.006880219,-0.1932013,-0.028488996000000003,Low,Low,Very Low,Very Low,26,27,16,17,Low,Very Low,Low,Low,27,8,26,24,Low,Very Low,Low,Low,27,8,25,22,2015,2015,0,Total,36313,28245.0,"Census Tract 4143.04, Nassau County, NY",14000US36059414304,36059414304,LI
1258,36059414400,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,1538,-0.039014887000000005,0.03447587,-0.16261956,-0.019569266999999998,Low,High,Very Low,Low,31,65,19,24,Low,Moderate,Low,Low,30,46,30,30,Low,Moderate,Low,Low,29,44,29,30,2015,2015,0,Total,47500,16594.0,"Census Tract 4144, Nassau County, NY",14000US36059414400,36059414400,LI
1259,36059414501,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,879,-0.047882609000000007,0.024775633999999998,0.083875924,0.007103405,Low,Moderate,High,Moderate,26,55,62,54,Low,Low,High,Moderate,27,31,68,56,Low,Low,High,Moderate,27,31,64,53,2015,2015,0,Total,87096,9609.0,"Census Tract 4145.01, Nassau County, NY",14000US36059414501,36059414501,LI
1260,36059414502,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,445,-0.028230865,0.031703248999999996,0.20345782,0.023929151,Low,High,Very High,High,38,62,86,73,Low,Moderate,Very High,High,35,41,89,73,Low,Low,Very High,High,33,40,88,67,2015,2015,0,Total,91597,19208.0,"Census Tract 4145.02, Nassau County, NY",14000US36059414502,36059414502,LI
1261,36059414600,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,997,0.080942228,0.05404069999999999,0.20164067,0.038164202,Very High,Very High,Very High,Very High,86,84,86,88,Very High,High,Very High,Very High,85,75,88,88,High,High,Very High,Very High,77,71,88,83,2015,2015,0,Total,119336,9658.0,"Census Tract 4146, Nassau County, NY",14000US36059414600,36059414600,LI
1262,36059414700,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,1120,0.06294395,0.065037496,0.24520689,0.042414412,Very High,Very High,Very High,Very High,81,92,93,91,High,Very High,Very High,Very High,79,88,95,92,High,Very High,Very High,Very High,70,85,95,88,2015,2015,0,Total,121293,14682.000000000002,"Census Tract 4147, Nassau County, NY",14000US36059414700,36059414700,LI
1263,36059414800,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,1527,0.054457359000000004,0.072967619,0.22994307,0.040543697999999996,High,Very High,Very High,Very High,78,96,91,90,High,Very High,Very High,Very High,75,95,93,90,High,Very High,Very High,Very High,66,92,93,86,2015,2015,0,Total,104485,6310.0,"Census Tract 4148, Nassau County, NY",14000US36059414800,36059414800,LI
1264,36059414900,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,1428,0.056562793,0.068248346,0.1826335,0.034768794,High,Very High,Very High,Very High,79,94,82,84,High,Very High,Very High,Very High,76,91,85,84,High,Very High,Very High,High,67,87,84,79,2015,2015,0,Total,101250,13404.0,"Census Tract 4149, Nassau County, NY",14000US36059414900,36059414900,LI
1265,36059415000,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,1397,0.056771625,0.055774104000000005,0.12522101,0.026783336,High,Very High,High,High,79,85,70,76,High,High,High,High,76,78,74,76,High,High,High,High,67,74,71,70,2015,2015,0,Total,109583,16990.0,"Census Tract 4150, Nassau County, NY",14000US36059415000,36059415000,LI
1266,36059415101,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,530,0.070726462,0.059501674000000004,0.16801751,0.033703074,Very High,Very High,High,Very High,83,88,79,83,Very High,Very High,Very High,Very High,82,83,83,83,High,High,Very High,High,73,78,81,78,2015,2015,0,Total,124013,12556.0,"Census Tract 4151.01, Nassau County, NY",14000US36059415101,36059415101,LI
1267,36059415102,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,1205,0.086503111,0.075003356,0.16250587,0.036455337000000004,Very High,Very High,High,Very High,87,97,78,86,Very High,Very High,Very High,Very High,86,96,82,86,High,Very High,High,Very High,78,94,80,81,2015,2015,0,Total,144649,16003.999999999998,"Census Tract 4151.02, Nassau County, NY",14000US36059415102,36059415102,LI
1268,36059415201,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,685,0.075498007,0.05950183,0.22127828,0.040428683,Very High,Very High,Very High,Very High,85,88,89,90,Very High,Very High,Very High,Very High,83,83,91,90,High,High,Very High,Very High,75,78,92,86,2015,2015,0,Total,146094,12699.0,"Census Tract 4152.01, Nassau County, NY",14000US36059415201,36059415201,LI
1269,36059415202,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,876,0.095030807,0.05690033,0.18296963,0.037853263,Very High,Very High,Very High,Very High,89,86,82,87,Very High,High,Very High,Very High,88,79,85,88,Very High,High,Very High,Very High,81,75,84,83,2015,2015,0,Total,144018,23647.0,"Census Tract 4152.02, Nassau County, NY",14000US36059415202,36059415202,LI
1270,36059415300,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,1082,0.057254843,0.07111165700000001,0.20796455,0.038097803,High,Very High,Very High,Very High,79,95,87,88,High,Very High,Very High,Very High,76,93,89,88,High,Very High,Very High,Very High,67,90,89,83,2015,2015,0,Total,98205,19502.0,"Census Tract 4153, Nassau County, NY",14000US36059415300,36059415300,LI
1271,36059415401,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,1216,0.06742318,0.06473390799999999,0.16874665,0.033979468,Very High,Very High,High,Very High,82,92,80,84,Very High,Very High,Very High,Very High,81,88,83,83,High,Very High,Very High,High,72,84,81,78,2015,2015,0,Total,118077,29002.0,"Census Tract 4154.01, Nassau County, NY",14000US36059415401,36059415401,LI
1272,36059415402,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,1061,0.0742184,0.037991777000000004,0.22133859,0.038005437999999996,Very High,High,Very High,Very High,84,69,89,87,Very High,Moderate,Very High,Very High,83,51,92,88,High,Moderate,Very High,Very High,74,49,92,83,2015,2015,0,Total,142647,21765.0,"Census Tract 4154.02, Nassau County, NY",14000US36059415402,36059415402,LI
1273,36059415500,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,525,0.066246562,0.060912747,0.18495627,0.035329141,Very High,Very High,Very High,Very High,82,89,83,85,High,Very High,Very High,Very High,80,84,86,85,High,High,Very High,High,71,80,84,80,2015,2015,0,Total,115268,13650.999999999998,"Census Tract 4155, Nassau County, NY",14000US36059415500,36059415500,LI
1274,36059415600,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36059,36,NY,1202,0.061482515,0.06444512299999999,0.18128002,0.034750502999999995,Very High,Very High,Very High,Very High,81,92,82,84,High,Very High,Very High,Very High,78,88,85,84,High,Very High,Very High,High,69,84,84,79,2015,2015,0,Total,118352,12715.0,"Census Tract 4156, Nassau County, NY",14000US36059415600,36059415600,LI
